FECHA,HORA ,Severidad,TIPO_SINIESTRO,TOTAL DE FALLECIDOS,TOTAL DE HERIDOS
29/8/2020,18:40:00,GRAVE,PERDIDA DE CARRIL,0,1
1/9/2020,09:30:00,GRAVE,VOLCAMIENTO,0,1
1/9/2020,16:00:00,GRAVE,CHOQUE LATERAL,0,1
1/9/2020,22:40:00,GRAVE,PERDIDA DE CARRIL,0,1
3/9/2020,14:00:00,FATAL,VOLCAMIENTO,1,1
3/9/2020,21:31:00,GRAVE,ROZAMIENTO,0,1
4/9/2020,07:15:00,GRAVE,CAÍDA DE PASAJERO,0,1
4/9/2020,19:46:00,LEVE,PERDIDA DE CARRIL,0,0
4/9/2020,19:40:00,GRAVE,CHOQUE FRONTAL,0,2
4/9/2020,20:00:00,LEVE,CHOQUE LATERAL,0,0
5/9/2020,21:04:00,FATAL,ATROPELLO,1,0
5/9/2020,22:20:00,LEVE,CHOQUE POR ALC,0,0
6/9/2020,06:20:00,LEVE,PERDIDA DE CARRIL,0,0
6/9/2020,17:30:00,GRAVE,CHOQUE POR ALC,0,1
7/9/2020,16:23:00,LEVE,ESTRELLAMIENTO,0,0
7/9/2020,12:30:00,GRAVE,CHOQUE LATERAL,0,1
8/9/2020,03:45:00,FATAL,ESTRELLAMIENTO,1,0
8/9/2020,10:30:00,GRAVE,PERDIDA DE CARRIL,0,1
8/9/2020,18:35:00,GRAVE,CAÍDA DE PASAJERO,0,1
9/9/2020,12:01:00,GRAVE,CHOQUE POR ALC,0,11
10/9/2020,04:05:00,LEVE,PERDIDA DE CARRIL,0,0
10/9/2020,08:40:00,GRAVE,ATROPELLO,0,1
11/9/2020,05:30:00,LEVE,PERDIDA DE CARRIL,0,0
12/9/2020,03:40:00,GRAVE,ESTRELLAMIENTO,0,1
12/9/2020,18:20:00,GRAVE,ESTRELLAMIENTO,0,1
13/9/2020,01:30:00,LEVE,PERDIDA DE CARRIL,0,0
14/9/2020,12:30:00,GRAVE,ATROPELLO,0,1
16/9/2020,19:15:00,GRAVE,CHOQUE LATERAL,0,2
17/9/2020,04:00:00,LEVE,ESTRELLAMIENTO,0,0
18/9/2020,06:30:00,GRAVE,ATROPELLO,0,3
19/9/2020,11:20:00,GRAVE,ESTRELLAMIENTO,0,1
19/9/2020,07:05:00,FATAL,CHOQUE LATERAL,1,0
19/9/2020,13:18:00,GRAVE,PERDIDA DE CARRIL,0,1
20/9/2020,19:40:00,GRAVE,ATROPELLO,0,1
20/9/2020,19:36:00,GRAVE,CAÍDA DE PASAJERO,0,1
21/9/2020,15:35:00,LEVE,CHOQUE LATERAL,0,0
24/9/2020,09:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
24/9/2020,18:00:00,GRAVE,CHOQUE FRONTAL,0,1
25/9/2020,12:15:00,GRAVE,CHOQUE LATERAL,0,1
26/9/2020,09:30:00,GRAVE,CHOQUE LATERAL,0,1
26/9/2020,21:30:00,GRAVE,ROZAMIENTO,0,1
27/9/2020,02:30:00,GRAVE,CHOQUE POR ALC,0,1
27/9/2020,16:35:00,GRAVE,PERDIDA DE CARRIL,0,2
27/9/2020,20:00:00,GRAVE,PERDIDA DE CARRIL,0,1
30/9/2020,08:31:00,LEVE,CHOQUE POR ALC,0,0
30/9/2020,16:45:00,GRAVE,CHOQUE LATERAL,0,1
1/10/2020,05:40:00,GRAVE,PERDIDA DE CARRIL,0,1
1/10/2020,10:25:00,GRAVE,CHOQUE LATERAL,0,2
2/10/2020,04:30:00,GRAVE,ROZAMIENTO,0,2
2/10/2020,18:40:00,LEVE,COLISIÓN,0,0
3/10/2020,01:40:00,LEVE,PERDIDA DE CARRIL,0,0
4/10/2020,23:30:00,FATAL,PERDIDA DE CARRIL,1,0
6/10/2020,07:20:00,LEVE,PERDIDA DE CARRIL,0,0
9/10/2020,07:30:00,GRAVE,CHOQUE POR ALC,0,2
9/10/2020,11:50:00,GRAVE,ATROPELLO,0,1
9/10/2020,12:30:00,GRAVE,PERDIDA DE CARRIL,0,1
10/10/2020,22:30:00,LEVE,ESTRELLAMIENTO,0,0
11/10/2020,04:05:00,LEVE,ESTRELLAMIENTO,0,0
11/10/2020,07:50:00,LEVE,ESTRELLAMIENTO,0,0
11/10/2020,10:20:00,GRAVE,PERDIDA DE CARRIL,0,1
11/10/2020,14:00:00,GRAVE,PERDIDA DE CARRIL,0,2
12/10/2020,08:00:00,LEVE,PERDIDA DE CARRIL,0,0
12/10/2020,07:00:00,GRAVE,PERDIDA DE CARRIL,0,1
13/10/2020,05:30:00,FATAL,CHOQUE FRONTAL,1,1
13/10/2020,15:30:00,LEVE,CHOQUE LATERAL,0,0
14/10/2020,07:40:00,FATAL,ATROPELLO,1,0
15/10/2020,05:40:00,LEVE,ESTRELLAMIENTO,0,0
15/10/2020,12:20:00,GRAVE,CHOQUE LATERAL,0,1
16/10/2020,04:15:00,LEVE,PERDIDA DE CARRIL,0,0
16/10/2020,23:50:00,LEVE,PERDIDA DE CARRIL,0,0
17/10/2020,06:10:00,GRAVE,ATROPELLO,0,1
17/10/2020,19:09:00,GRAVE,ROZAMIENTO,0,4
17/10/2020,19:20:00,LEVE,CAÍDA DE PASAJERO,0,0
18/10/2020,01:42:00,LEVE,PERDIDA DE CARRIL,0,0
18/10/2020,15:20:00,LEVE,PERDIDA DE CARRIL,0,0
19/10/2020,15:45:00,FATAL,CHOQUE LATERAL,2,0
19/10/2020,21:20:00,GRAVE,ATROPELLO,0,1
21/10/2020,03:00:00,LEVE,PERDIDA DE CARRIL,0,0
21/10/2020,07:10:00,LEVE,PERDIDA DE CARRIL,0,0
22/10/2020,07:30:00,GRAVE,ATROPELLO,0,1
22/10/2020,08:00:00,GRAVE,CHOQUE FRONTAL,0,2
22/10/2020,15:20:00,GRAVE,ATROPELLO,0,1
22/10/2020,11:00:00,GRAVE,CHOQUE LATERAL,0,1
22/10/2020,16:40:00,GRAVE,ROZAMIENTO,0,1
23/10/2020,04:30:00,LEVE,ESTRELLAMIENTO,0,0
24/10/2020,21:00:00,GRAVE,CHOQUE LATERAL,0,2
25/10/2020,13:05:00,LEVE,CHOQUE POR ALC,0,0
27/10/2020,05:30:00,GRAVE,ESTRELLAMIENTO,0,1
27/10/2020,20:40:00,GRAVE,PERDIDA DE CARRIL,0,2
27/10/2020,14:45:00,GRAVE,PERDIDA DE CARRIL,0,1
28/10/2020,15:00:00,GRAVE,ATROPELLO,0,1
28/10/2020,17:30:00,FATAL,CHOQUE LATERAL,1,1
30/10/2020,06:45:00,GRAVE,CHOQUE LATERAL,0,1
30/10/2020,11:30:00,GRAVE,COLISIÓN,0,1
30/10/2020,18:25:00,GRAVE,PERDIDA DE CARRIL,0,1
30/10/2020,01:00:00,LEVE,PERDIDA DE CARRIL,0,0
30/10/2020,20:07:00,LEVE,ESTRELLAMIENTO,0,0
31/10/2020,08:35:00,GRAVE,CHOQUE LATERAL,0,1
31/10/2020,23:00:00,GRAVE,CHOQUE LATERAL,0,4
31/10/2020,19:00:00,GRAVE,ROZAMIENTO,0,2
31/10/2020,21:35:00,GRAVE,CAÍDA DE PASAJERO,0,1
1/11/2020,06:20:00,LEVE,PERDIDA DE CARRIL,0,0
1/11/2020,11:50:00,GRAVE,PERDIDA DE CARRIL,0,1
1/11/2020,20:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
2/11/2020,04:00:00,GRAVE,PERDIDA DE CARRIL,0,2
2/11/2020,06:20:00,GRAVE,ROZAMIENTO,0,1
2/11/2020,13:40:00,GRAVE,CHOQUE LATERAL,0,1
3/11/2020,08:30:00,GRAVE,PERDIDA DE CARRIL,0,2
3/11/2020,05:40:00,GRAVE,ATROPELLO,0,1
3/11/2020,17:25:00,GRAVE,CAÍDA DE PASAJERO,0,1
4/11/2020,08:00:00,LEVE,CHOQUE POR ALC,0,0
4/11/2020,15:45:00,LEVE,CHOQUE LATERAL,0,0
4/11/2020,15:00:00,FATAL,CHOQUE LATERAL,2,3
4/11/2020,12:52:00,GRAVE,ROZAMIENTO,0,2
4/11/2020,17:15:00,LEVE,ATIPICO,0,0
4/11/2020,19:10:00,GRAVE,ATROPELLO,0,1
7/11/2020,23:40:00,LEVE,PERDIDA DE CARRIL,0,0
8/11/2020,02:30:00,LEVE,PERDIDA DE CARRIL,0,0
8/11/2020,12:20:00,LEVE,CHOQUE LATERAL,0,0
8/11/2020,09:20:00,LEVE,PERDIDA DE CARRIL,0,0
10/11/2020,14:55:00,GRAVE,PERDIDA DE CARRIL,0,2
11/11/2020,14:11:00,FATAL,ATROPELLO,1,0
11/11/2020,16:00:00,LEVE,PERDIDA DE CARRIL,0,0
11/11/2020,19:01:00,LEVE,CHOQUE POR ALC,0,0
13/11/2020,01:00:00,GRAVE,CHOQUE FRONTAL,0,1
13/11/2020,11:10:00,LEVE,CHOQUE LATERAL,0,0
13/11/2020,23:30:00,GRAVE,CHOQUE LATERAL,0,1
13/11/2020,20:00:00,GRAVE,CHOQUE LATERAL,0,3
14/11/2020,06:20:00,GRAVE,PERDIDA DE CARRIL,0,1
14/11/2020,00:05:00,LEVE,PERDIDA DE CARRIL,0,0
14/11/2020,20:00:00,GRAVE,CHOQUE LATERAL,0,1
15/11/2020,02:28:00,GRAVE,CHOQUE LATERAL,0,1
15/11/2020,21:00:00,GRAVE,PERDIDA DE CARRIL,0,3
15/11/2020,20:10:00,LEVE,ESTRELLAMIENTO,0,0
16/11/2020,17:50:00,GRAVE,ATROPELLO,0,1
17/11/2020,18:50:00,GRAVE,CHOQUE LATERAL,0,4
18/11/2020,04:57:00,GRAVE,ESTRELLAMIENTO,0,2
19/11/2020,20:30:00,LEVE,PERDIDA DE CARRIL,0,0
20/11/2020,01:15:00,GRAVE,PERDIDA DE CARRIL,0,1
20/11/2020,16:00:00,GRAVE,PERDIDA DE CARRIL,0,1
21/11/2020,19:00:00,GRAVE,ROZAMIENTO,0,1
22/11/2020,01:30:00,GRAVE,PERDIDA DE CARRIL,0,1
22/11/2020,07:00:00,GRAVE,PERDIDA DE CARRIL,0,1
22/11/2020,22:10:00,GRAVE,ATROPELLO,0,1
22/11/2020,19:30:00,GRAVE,CAÍDA DE PASAJERO,0,1
23/11/2020,09:00:00,GRAVE,PERDIDA DE CARRIL,0,1
23/11/2020,05:52:00,GRAVE,PERDIDA DE CARRIL,0,1
24/11/2020,10:45:00,GRAVE,CHOQUE LATERAL,0,2
24/11/2020,13:00:00,LEVE,ROZAMIENTO,0,0
27/11/2020,15:24:00,GRAVE,CHOQUE LATERAL,0,1
27/11/2020,10:15:00,LEVE,PERDIDA DE CARRIL,0,0
28/11/2020,04:00:00,GRAVE,ESTRELLAMIENTO,0,1
28/11/2020,06:25:00,GRAVE,PERDIDA DE CARRIL,0,2
28/11/2020,20:20:00,LEVE,CHOQUE POR ALC,0,0
28/11/2020,20:02:00,GRAVE,ATROPELLO,0,2
29/11/2020,23:30:00,LEVE,PERDIDA DE CARRIL,0,0
29/11/2020,19:10:00,LEVE,CHOQUE LATERAL,0,0
29/11/2020,19:00:00,GRAVE,PERDIDA DE CARRIL,0,1
30/11/2020,11:30:00,LEVE,PERDIDA DE CARRIL,0,0
30/11/2020,19:28:00,GRAVE,CHOQUE LATERAL,0,1
30/11/2020,16:40:00,GRAVE,CHOQUE POR ALC,0,1
1/12/2020,10:45:00,GRAVE,ATROPELLO,0,1
2/12/2020,22:45:00,LEVE,PERDIDA DE CARRIL,0,0
3/12/2020,19:40:00,GRAVE,CHOQUE POR ALC,0,1
5/12/2020,05:10:00,LEVE,PERDIDA DE CARRIL,0,0
5/12/2020,15:00:00,GRAVE,CHOQUE POR ALC,0,1
5/12/2020,14:30:00,GRAVE,ESTRELLAMIENTO,0,1
5/12/2020,14:40:00,GRAVE,CHOQUE LATERAL,0,2
5/12/2020,18:39:00,GRAVE,ATROPELLO,0,2
5/12/2020,08:10:00,LEVE,ESTRELLAMIENTO,0,0
6/12/2020,02:30:00,GRAVE,ESTRELLAMIENTO,0,1
6/12/2020,16:20:00,GRAVE,ATROPELLO,0,1
7/12/2020,07:33:00,GRAVE,PERDIDA DE CARRIL,0,1
8/12/2020,08:00:00,LEVE,PERDIDA DE CARRIL,0,0
8/12/2020,05:45:00,LEVE,ESTRELLAMIENTO,0,0
8/12/2020,06:10:00,FATAL,CHOQUE FRONTAL,1,4
8/12/2020,17:50:00,LEVE,CHOQUE POR ALC,0,0
9/12/2020,00:05:00,LEVE,PERDIDA DE CARRIL,0,0
9/12/2020,18:05:00,LEVE,CHOQUE FRONTAL,0,0
11/12/2020,20:30:00,GRAVE,CHOQUE LATERAL,0,1
11/12/2020,19:35:00,GRAVE,PERDIDA DE CARRIL,0,1
12/12/2020,22:35:00,GRAVE,ESTRELLAMIENTO,0,1
12/12/2020,18:30:00,LEVE,CHOQUE LATERAL,0,0
13/12/2020,01:18:00,LEVE,ESTRELLAMIENTO,0,0
13/12/2020,12:50:00,LEVE,CHOQUE LATERAL,0,0
14/12/2020,17:00:00,LEVE,CHOQUE LATERAL,0,0
16/12/2020,16:30:00,GRAVE,CHOQUE POR ALC,0,1
17/12/2020,02:55:00,GRAVE,ROZAMIENTO,0,1
18/12/2020,22:50:00,GRAVE,CHOQUE LATERAL,0,1
18/12/2020,14:00:00,GRAVE,CHOQUE FRONTAL,0,2
19/12/2020,05:15:00,LEVE,PERDIDA DE CARRIL,0,0
19/12/2020,15:35:00,GRAVE,CHOQUE LATERAL,0,2
19/12/2020,17:30:00,GRAVE,CHOQUE POR ALC,0,1
20/12/2020,06:20:00,GRAVE,CHOQUE LATERAL,0,4
20/12/2020,07:24:00,GRAVE,ESTRELLAMIENTO,0,2
20/12/2020,16:00:00,GRAVE,CHOQUE FRONTAL,0,1
20/12/2020,21:10:00,LEVE,PERDIDA DE CARRIL,0,0
20/12/2020,20:00:00,LEVE,ESTRELLAMIENTO,0,0
23/12/2020,12:08:00,GRAVE,PERDIDA DE CARRIL,0,1
24/12/2020,04:05:00,LEVE,PERDIDA DE CARRIL,0,0
24/12/2020,20:25:00,GRAVE,ROZAMIENTO,0,3
25/12/2020,07:20:00,LEVE,ROZAMIENTO,0,0
25/12/2020,19:30:00,GRAVE,CHOQUE LATERAL,0,1
26/12/2020,23:00:00,LEVE,CHOQUE LATERAL,0,0
26/12/2020,20:10:00,GRAVE,ESTRELLAMIENTO,0,1
26/12/2020,20:15:00,GRAVE,PERDIDA DE CARRIL,0,1
27/12/2020,15:45:00,LEVE,CHOQUE POR ALC,0,0
28/12/2020,22:45:00,LEVE,VOLCAMIENTO,0,0
28/12/2020,15:00:00,GRAVE,CHOQUE FRONTAL,0,1
31/12/2020,22:30:00,GRAVE,CHOQUE LATERAL,0,2
1/1/2021,05:45:00,LEVE,ESTRELLAMIENTO,0,0
1/1/2021,05:00:00,GRAVE,ATROPELLO,0,1
1/1/2021,12:35:00,GRAVE,ESTRELLAMIENTO,0,3
1/1/2021,18:15:00,GRAVE,PERDIDA DE CARRIL,0,1
1/1/2021,20:47:00,GRAVE,PERDIDA DE CARRIL,0,2
3/1/2021,11:30:00,GRAVE,CHOQUE POR ALC,0,1
3/1/2021,19:30:00,GRAVE,ATROPELLO,0,1
4/1/2021,15:05:00,GRAVE,ROZAMIENTO,0,1
4/1/2021,11:00:00,LEVE,VOLCAMIENTO,0,0
5/1/2021,15:15:00,LEVE,PERDIDA DE CARRIL,0,0
5/1/2021,20:35:00,LEVE,PERDIDA DE CARRIL,0,0
7/1/2021,10:15:00,GRAVE,CHOQUE LATERAL,0,1
8/1/2021,20:10:00,LEVE,CHOQUE LATERAL,0,0
8/1/2021,19:30:00,GRAVE,CHOQUE LATERAL,0,1
8/1/2021,18:10:00,LEVE,CHOQUE LATERAL,0,0
9/1/2021,15:08:00,FATAL,VOLCAMIENTO,1,1
10/1/2021,02:35:00,GRAVE,ATROPELLO,0,5
10/1/2021,02:25:00,GRAVE,ATROPELLO,0,1
10/1/2021,10:30:00,GRAVE,CHOQUE FRONTAL,0,1
10/1/2021,11:15:00,GRAVE,ESTRELLAMIENTO,0,1
10/1/2021,02:30:00,LEVE,CHOQUE LATERAL,0,0
10/1/2021,15:50:00,GRAVE,PERDIDA DE CARRIL,0,1
10/1/2021,04:50:00,LEVE,ATIPICO,0,0
11/1/2021,02:00:00,GRAVE,PERDIDA DE CARRIL,0,1
11/1/2021,13:40:00,LEVE,COLISIÓN,0,0
12/1/2021,07:30:00,GRAVE,CHOQUE LATERAL,0,1
13/1/2021,14:45:00,LEVE,CHOQUE LATERAL,0,0
13/1/2021,16:30:00,GRAVE,CHOQUE LATERAL,0,1
14/1/2021,12:12:00,GRAVE,CHOQUE LATERAL,0,1
14/1/2021,16:25:00,GRAVE,ROZAMIENTO,0,1
14/1/2021,20:30:00,GRAVE,CHOQUE FRONTAL,0,4
15/1/2021,03:30:00,GRAVE,ESTRELLAMIENTO,0,3
15/1/2021,01:15:00,LEVE,CHOQUE POR ALC,0,0
15/1/2021,05:11:00,LEVE,PERDIDA DE CARRIL,0,0
16/1/2021,23:00:00,GRAVE,CHOQUE POR ALC,0,1
16/1/2021,07:10:00,GRAVE,ATROPELLO,0,3
16/1/2021,23:55:00,GRAVE,PERDIDA DE CARRIL,0,1
17/1/2021,02:35:00,LEVE,PERDIDA DE CARRIL,0,0
17/1/2021,17:25:00,GRAVE,ATIPICO,0,3
17/1/2021,07:30:00,GRAVE,CHOQUE POR ALC,0,1
17/1/2021,14:55:00,GRAVE,CHOQUE LATERAL,0,1
20/1/2021,01:30:00,LEVE,PERDIDA DE CARRIL,0,0
20/1/2021,20:08:00,GRAVE,CHOQUE LATERAL,0,1
20/1/2021,21:00:00,LEVE,CHOQUE LATERAL,0,0
21/1/2021,13:30:00,LEVE,ESTRELLAMIENTO,0,0
22/1/2021,10:15:00,GRAVE,PERDIDA DE CARRIL,0,1
23/1/2021,18:20:00,GRAVE,CHOQUE POR ALC,0,1
23/1/2021,05:50:00,LEVE,ROZAMIENTO,0,0
23/1/2021,20:30:00,FATAL,CHOQUE POR ALC,1,0
24/1/2021,00:40:00,LEVE,PERDIDA DE CARRIL,0,0
24/1/2021,14:30:00,LEVE,CHOQUE LATERAL,0,0
25/1/2021,00:50:00,LEVE,PERDIDA DE CARRIL,0,0
28/1/2021,03:40:00,GRAVE,CHOQUE FRONTAL,0,2
28/1/2021,17:30:00,LEVE,ESTRELLAMIENTO,0,0
28/1/2021,20:45:00,GRAVE,CHOQUE FRONTAL,0,1
28/1/2021,23:25:00,GRAVE,ESTRELLAMIENTO,0,1
29/1/2021,05:45:00,FATAL,ARROLLAMIENTO,1,0
29/1/2021,13:30:00,GRAVE,CHOQUE LATERAL,0,2
29/1/2021,18:28:00,LEVE,CHOQUE LATERAL,0,0
30/1/2021,02:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
31/1/2021,05:20:00,GRAVE,PERDIDA DE CARRIL,0,1
31/1/2021,07:22:00,GRAVE,ATROPELLO,0,1
31/1/2021,16:30:00,LEVE,ESTRELLAMIENTO,0,0
31/1/2021,17:10:00,GRAVE,CHOQUE POR ALC,0,1
3/2/2021,13:40:00,FATAL,CHOQUE POR ALC,1,0
3/2/2021,12:10:00,GRAVE,CHOQUE POR ALC,0,1
3/2/2021,21:05:00,LEVE,VOLCAMIENTO,0,0
3/2/2021,21:50:00,LEVE,CHOQUE LATERAL,0,0
5/2/2021,21:45:00,GRAVE,CHOQUE LATERAL,0,3
6/2/2021,13:40:00,LEVE,PERDIDA DE CARRIL,0,0
7/2/2021,19:40:00,FATAL,PERDIDA DE CARRIL,1,1
7/2/2021,21:10:00,GRAVE,ATROPELLO,0,1
8/2/2021,01:20:00,LEVE,CHOQUE POR ALC,0,0
8/2/2021,08:20:00,GRAVE,CHOQUE LATERAL,0,1
9/2/2021,14:55:00,GRAVE,CHOQUE POR ALC,0,1
10/2/2021,16:50:00,LEVE,CHOQUE LATERAL,0,0
11/2/2021,10:15:00,GRAVE,CAÍDA DE PASAJERO,0,1
11/2/2021,18:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
12/2/2021,09:07:00,LEVE,CHOQUE POR ALC,0,0
13/2/2021,07:00:00,GRAVE,PERDIDA DE CARRIL,0,1
14/2/2021,04:20:00,GRAVE,ESTRELLAMIENTO,0,2
14/2/2021,03:30:00,LEVE,ROZAMIENTO,0,0
14/2/2021,12:40:00,GRAVE,PERDIDA DE CARRIL,0,1
14/2/2021,19:05:00,GRAVE,CHOQUE FRONTAL,0,4
14/2/2021,22:10:00,LEVE,CHOQUE LATERAL,0,0
14/2/2021,20:15:00,GRAVE,CHOQUE LATERAL,0,1
14/2/2021,17:45:00,GRAVE,CHOQUE LATERAL,0,1
15/2/2021,13:00:00,LEVE,CHOQUE LATERAL,0,0
16/2/2021,01:40:00,GRAVE,PERDIDA DE CARRIL,0,1
16/2/2021,03:00:00,LEVE,PERDIDA DE CARRIL,0,0
16/2/2021,11:15:00,LEVE,PERDIDA DE CARRIL,0,0
16/2/2021,13:30:00,GRAVE,ATROPELLO,0,3
16/2/2021,19:00:00,GRAVE,CAÍDA DE PASAJERO,0,1
16/2/2021,13:30:00,GRAVE,PERDIDA DE CARRIL,0,1
17/2/2021,17:05:00,GRAVE,CHOQUE POR ALC,0,2
18/2/2021,13:40:00,GRAVE,ROZAMIENTO,0,1
18/2/2021,12:50:00,GRAVE,ATROPELLO,0,1
20/2/2021,12:50:00,GRAVE,ATIPICO,0,2
20/2/2021,20:30:00,GRAVE,PERDIDA DE CARRIL,0,1
21/2/2021,06:55:00,GRAVE,PERDIDA DE CARRIL,0,1
23/2/2021,16:20:00,GRAVE,PERDIDA DE CARRIL,0,1
23/2/2021,17:20:00,LEVE,ESTRELLAMIENTO,0,0
24/2/2021,05:50:00,GRAVE,ESTRELLAMIENTO,0,2
24/2/2021,20:25:00,GRAVE,ATROPELLO,0,1
25/2/2021,11:45:00,GRAVE,CHOQUE LATERAL,0,2
25/2/2021,12:00:00,LEVE,CHOQUE LATERAL,0,0
25/2/2021,20:00:00,GRAVE,ESTRELLAMIENTO,0,1
26/2/2021,20:30:00,GRAVE,PERDIDA DE CARRIL,0,3
27/2/2021,00:50:00,GRAVE,CHOQUE LATERAL,0,3
27/2/2021,14:45:00,GRAVE,CHOQUE LATERAL,0,4
27/2/2021,16:35:00,GRAVE,ROZAMIENTO,0,1
28/2/2021,18:00:00,GRAVE,CHOQUE FRONTAL,0,9
28/2/2021,10:20:00,GRAVE,CHOQUE LATERAL,0,2
28/2/2021,15:34:00,GRAVE,CHOQUE FRONTAL,0,5
1/3/2021,01:50:00,LEVE,PERDIDA DE CARRIL,0,0
2/3/2021,14:55:00,GRAVE,PERDIDA DE CARRIL,0,2
2/3/2021,19:35:00,LEVE,COLISIÓN,0,0
2/3/2021,22:30:00,GRAVE,PERDIDA DE CARRIL,0,1
3/3/2021,21:20:00,LEVE,ESTRELLAMIENTO,0,0
6/3/2021,22:35:00,GRAVE,CHOQUE LATERAL,0,1
6/3/2021,15:30:00,LEVE,CHOQUE LATERAL,0,0
6/3/2021,23:40:00,GRAVE,VOLCAMIENTO,0,2
7/3/2021,02:00:00,GRAVE,PERDIDA DE CARRIL,0,1
7/3/2021,06:31:00,LEVE,CHOQUE FRONTAL,0,0
7/3/2021,14:00:00,LEVE,CHOQUE LATERAL,0,0
7/3/2021,19:50:00,LEVE,PERDIDA DE CARRIL,0,0
8/3/2021,00:30:00,LEVE,PERDIDA DE CARRIL,0,0
8/3/2021,09:35:00,GRAVE,ROZAMIENTO,0,3
8/3/2021,19:15:00,LEVE,PERDIDA DE CARRIL,0,0
9/3/2021,01:15:00,LEVE,PERDIDA DE CARRIL,0,0
10/3/2021,06:20:00,GRAVE,PERDIDA DE CARRIL,0,1
10/3/2021,13:00:00,GRAVE,PERDIDA DE CARRIL,0,4
11/3/2021,12:14:00,GRAVE,ARROLLAMIENTO,0,1
12/3/2021,19:20:00,GRAVE,ATROPELLO,0,3
13/3/2021,22:10:00,GRAVE,CHOQUE POR ALC,0,1
13/3/2021,22:10:00,GRAVE,PERDIDA DE CARRIL,0,1
13/3/2021,18:00:00,LEVE,PERDIDA DE CARRIL,0,0
14/3/2021,02:35:00,GRAVE,PERDIDA DE CARRIL,0,1
14/3/2021,12:30:00,GRAVE,CHOQUE POR ALC,0,4
14/3/2021,15:30:00,GRAVE,CHOQUE POR ALC,0,3
14/3/2021,16:56:00,LEVE,CHOQUE POR ALC,0,0
14/3/2021,20:25:00,LEVE,PERDIDA DE CARRIL,0,0
15/3/2021,10:15:00,GRAVE,CHOQUE POR ALC,0,1
15/3/2021,21:30:00,LEVE,ROZAMIENTO,0,0
16/3/2021,10:16:00,GRAVE,CHOQUE LATERAL,0,1
17/3/2021,10:29:00,LEVE,CHOQUE LATERAL,0,0
17/3/2021,16:20:00,GRAVE,CHOQUE LATERAL,0,1
17/3/2021,11:30:00,GRAVE,CAÍDA DE PASAJERO,0,1
18/3/2021,09:30:00,GRAVE,CHOQUE LATERAL,0,2
18/3/2021,10:25:00,LEVE,CHOQUE LATERAL,0,0
19/3/2021,06:00:00,GRAVE,CHOQUE POR ALC,0,1
19/3/2021,18:50:00,GRAVE,CHOQUE POR ALC,0,3
20/3/2021,09:20:00,GRAVE,CHOQUE LATERAL,0,1
20/3/2021,10:40:00,GRAVE,PERDIDA DE CARRIL,0,2
21/3/2021,13:05:00,GRAVE,PERDIDA DE CARRIL,0,1
21/3/2021,19:40:00,LEVE,ROZAMIENTO,0,0
21/3/2021,22:40:00,GRAVE,ESTRELLAMIENTO,0,1
22/3/2021,05:00:00,LEVE,PERDIDA DE CARRIL,0,0
22/3/2021,20:18:00,LEVE,ROZAMIENTO,0,0
23/3/2021,08:07:00,LEVE,CHOQUE POR ALC,0,0
23/3/2021,23:15:00,LEVE,CHOQUE POR ALC,0,0
25/3/2021,09:50:00,GRAVE,ARROLLAMIENTO,0,2
25/3/2021,16:10:00,GRAVE,ATROPELLO,0,1
25/3/2021,14:15:00,GRAVE,CHOQUE POR ALC,0,1
25/3/2021,13:40:00,GRAVE,CAÍDA DE PASAJERO,0,1
26/3/2021,20:35:00,GRAVE,ESTRELLAMIENTO,0,1
27/3/2021,13:10:00,GRAVE,PERDIDA DE CARRIL,0,1
27/3/2021,19:05:00,GRAVE,CHOQUE LATERAL,0,1
27/3/2021,18:00:00,LEVE,CHOQUE POR ALC,0,0
27/3/2021,19:15:00,LEVE,CHOQUE LATERAL,0,0
27/3/2021,18:00:00,GRAVE,CHOQUE LATERAL,0,3
28/3/2021,13:30:00,LEVE,ESTRELLAMIENTO,0,0
28/3/2021,22:00:00,GRAVE,COLISIÓN,0,1
29/3/2021,14:40:00,LEVE,ESTRELLAMIENTO,0,0
30/3/2021,16:25:00,GRAVE,CHOQUE POR ALC,0,1
31/3/2021,16:10:00,LEVE,CHOQUE LATERAL,0,0
31/3/2021,11:30:00,GRAVE,CHOQUE FRONTAL,0,5
31/3/2021,20:01:00,GRAVE,VOLCAMIENTO,0,2
2/4/2021,10:00:00,GRAVE,CHOQUE POR ALC,0,1
3/4/2021,19:40:00,LEVE,PERDIDA DE CARRIL,0,0
3/4/2021,18:00:00,LEVE,CHOQUE POR ALC,0,0
6/4/2021,16:00:00,LEVE,CHOQUE LATERAL,0,0
8/4/2021,11:50:00,GRAVE,CHOQUE POR ALC,0,1
8/4/2021,09:00:00,GRAVE,ATROPELLO,0,1
8/4/2021,20:00:00,GRAVE,CHOQUE LATERAL,0,1
9/4/2021,20:10:00,GRAVE,VOLCAMIENTO,0,1
9/4/2021,17:00:00,GRAVE,ROZAMIENTO,0,1
10/4/2021,01:15:00,GRAVE,CHOQUE POR ALC,0,1
10/4/2021,16:25:00,GRAVE,CHOQUE FRONTAL,0,1
11/4/2021,18:00:00,GRAVE,CHOQUE POR ALC,0,1
